invoice_no,customer_id,category,product_name,quantity,price,payment_method,invoice_date,shopping_mall,discount,email,gender,age,city,total_amount
INV08546,CUST1522,Groceries,Sunflower Oil (5L),3,878.83,Debit Card,2022-10-27,JC Brothers Shopping Complex,49.57,harish.devi@gmail.com,Male,62,Jammalamadugu,1329.58
INV08547,CUST1793,Electronics,Samsung Galaxy M32,6,15508.44,UPI,2022-07-02,Sri Lakshmi Shopping Mall,29.25,anitha.patil@hotmail.com,Female,39,Kadapa,65833.33
INV08548,CUST0599,Groceries,Nandini Ghee (1L),1,512.17,Credit Card,2023-06-30,SVR Mall,38.9,kiran.subramaniam@apcob.org,Male,29,Kadapa,312.94
INV08549,CUST1256,Groceries,Toor Dal (2kg),1,325.07,UPI,2023-10-04,Sri Lakshmi Shopping Mall,7.39,swapna.yadav@yahoo.com,Female,36,Rayachoti,301.05
INV08550,CUST1890,Electronics,Sony Home Theatre,3,28964.55,Debit Card,2022-04-28,Sri Lakshmi Shopping Mall,4.39,sudhakar.goud@outlook.com,Male,70,Proddatur,83079.02
INV08551,CUST1121,Clothing,Kids' T-Shirt,2,757.76,Credit Card,2023-04-21,JC Brothers Shopping Complex,5.23,madhu.raju@yahoo.com,Male,58,Jammalamadugu,1436.26
INV08552,CUST0636,Home & Kitchen,Prestige Pressure Cooker,1,2409.25,Debit Card,2023-10-03,SVR Mall,7.52,satish.naidu@kakinada.edu.in,Male,37,Mydukur,2228.07
INV08553,CUST0602,Sports,Skipping Rope,2,325.76,Credit Card,2023-09-28,JC Brothers Shopping Complex,44.88,reddy.varma@rediffmail.com,Male,31,Jammalamadugu,359.12
INV08554,CUST0265,Electronics,Crompton Ceiling Fan,1,1850.01,Paytm,2023-03-12,Sri Lakshmi Shopping Mall,48.77,murali.gopal@outlook.com,Male,57,Proddatur,947.76
INV08555,CUST0867,Electronics,Mi Power Bank,1,899.13,UPI,2022-06-03,PSR Shopping Mall,3.43,kavita.rao@gmail.com,Female,28,Mydukur,868.29
INV08556,CUST1027,Electronics,Havells Water Heater,1,7421.74,UPI,2023-04-01,Proddatur Central Mall,46.46,divya.nayak@outlook.com,Female,56,Yerraguntla,3973.6
INV08557,CUST1960,Clothing,Cotton Dhoti,1,446.99,Debit Card,2023-11-27,SVR Mall,3.68,sudha.patil@gmail.com,Female,51,Kadapa,430.54
INV08558,CUST0333,Jewelry,Temple Jewellery Set,3,3782.04,Debit Card,2022-04-24,Proddatur Central Mall,5.78,reddy.sastry@andhramail.com,Male,21,Proddatur,10690.31
INV08559,CUST0281,Jewelry,Gold Plated Bangles,2,2869.7,Credit Card,2023-08-04,JC Brothers Shopping Complex,43.95,mohan.rao@yahoo.com,Male,58,Kadapa,3216.93
INV08560,CUST1113,Clothing,Readymade Salwar,2,1533.06,Credit Card,2023-09-13,PSR Shopping Mall,39.86,rao.murthy@apcob.org,Male,30,Kadapa,1843.96
INV08561,CUST1184,Groceries,Kellogg's Corn Flakes,1,278.66,UPI,2023-02-15,JC Brothers Shopping Complex,38.8,mohan.naidu@hotmail.com,Male,61,Proddatur,170.54
INV08562,CUST0475,Clothing,Men's Cotton Shirt,1,912.25,Credit Card,2023-04-20,Sri Lakshmi Shopping Mall,1.02,prasad.hegde@apsrtc.gov.in,Male,40,Proddatur,902.95
INV08563,CUST0324,Clothing,Designer Blouse,3,1879.82,UPI,2023-05-02,PSR Shopping Mall,21.83,ramesh.shastri@andhramail.com,Male,32,Proddatur,4408.37
INV08564,CUST1839,Groceries,Telugu Pickles (1kg),3,296.51,UPI,2022-04-29,Sri Lakshmi Shopping Mall,28.35,praveen.goud@apcob.org,Male,61,Proddatur,637.35
INV08565,CUST1642,Clothing,Cotton Dhoti,2,806.0,Debit Card,2023-10-31,PSR Shopping Mall,3.59,sirisha.patil@andhramail.com,Female,54,Pulivendla,1554.13
INV08566,CUST1975,Jewelry,Oxidized Earrings,2,624.34,Debit Card,2023-11-26,JC Brothers Shopping Complex,7.43,sridevi.agarwal@apsrtc.gov.in,Female,32,Proddatur,1155.9
INV08567,CUST1026,Beauty,Lakme Lipstick,2,499.16,Credit Card,2023-08-27,Proddatur Central Mall,9.57,radha.venkateswarlu@proddaturmail.com,Female,38,Jammalamadugu,902.78
INV08568,CUST0513,Clothing,Women's Saree,5,6036.01,Paytm,2022-05-04,Sri Lakshmi Shopping Mall,3.71,sneha.yadav@outlook.com,Female,61,Badvel,29060.37
INV08569,CUST1928,Groceries,Horlicks (500g),10,260.82,Credit Card,2023-09-13,Proddatur Central Mall,31.23,anupama.goud@hotmail.com,Female,38,Proddatur,1793.66
INV08570,CUST0353,Groceries,Kellogg's Corn Flakes,12,191.28,UPI,2022-10-07,Proddatur Central Mall,34.2,kalyan.swamy@andhramail.com,Male,45,Proddatur,1510.35
INV08571,CUST1359,Jewelry,Gold Plated Bangles,14,1909.18,UPI,2022-12-01,SVR Mall,43.39,vijaya.babu@apsrtc.gov.in,Female,31,Rajampet,15131.02
INV08572,CUST1484,Clothing,Kurta Pajama,1,2076.92,Credit Card,2022-04-05,SVR Mall,42.07,priya.varma@hotmail.com,Female,19,Proddatur,1203.16
INV08573,CUST1119,Groceries,Horlicks (500g),1,341.21,Debit Card,2023-05-03,JC Brothers Shopping Complex,18.83,lalitha.sharma@yahoo.com,Female,31,Kamalapuram,276.96
INV08574,CUST1784,Clothing,Kurta Pajama,1,2292.66,UPI,2022-11-26,PSR Shopping Mall,27.34,madhu.chowdary@outlook.com,Male,44,Rajampet,1665.85
INV08575,CUST0458,Clothing,Churidar Set,3,3250.61,UPI,2023-01-29,Proddatur Central Mall,36.12,praveen.varma@andhramail.com,Male,38,Proddatur,6229.47
INV08576,CUST1403,Clothing,Churidar Set,4,2270.77,Paytm,2023-03-31,JC Brothers Shopping Complex,43.51,naveen.shastri@rediffmail.com,Male,23,Proddatur,5131.03
INV08577,CUST0112,Jewelry,Gold Plated Bangles,1,2036.26,Credit Card,2023-05-05,Sri Lakshmi Shopping Mall,16.56,jaya.kumar@rediffmail.com,Female,28,Proddatur,1699.06
INV08578,CUST0877,Groceries,Britannia Biscuits Pack,1,122.63,Debit Card,2023-04-12,PSR Shopping Mall,38.55,sujatha.sharma@proddaturmail.com,Female,48,Proddatur,75.36
INV08579,CUST1433,Electronics,Bajaj Induction Cooker,1,4189.57,Cash,2022-03-07,JC Brothers Shopping Complex,45.08,reddy.setty@yahoo.com,Male,38,Pulivendla,2300.91
INV08580,CUST1425,Electronics,Philips Mixer Grinder,1,2666.36,Paytm,2023-04-04,PSR Shopping Mall,44.52,divya.babu@proddaturmail.com,Female,69,Mydukur,1479.3
INV08581,CUST0513,Footwear,Rubber Flip Flops,3,326.2,Paytm,2023-03-15,PSR Shopping Mall,15.49,sneha.yadav@outlook.com,Female,61,Badvel,827.01
INV08582,CUST0283,Electronics,OnePlus Nord CE 2,1,25640.51,UPI,2022-11-23,JC Brothers Shopping Complex,29.77,sujatha.prakash@apcob.org,Female,34,Jammalamadugu,18007.33
INV08583,CUST1694,Clothing,Women's Saree,1,5915.44,Cash,2022-12-25,PSR Shopping Mall,17.25,anil.subramaniam@hotmail.com,Male,28,Proddatur,4895.03
INV08584,CUST1172,Electronics,Mi Power Bank,3,1101.81,Paytm,2023-08-05,JC Brothers Shopping Complex,3.29,aparna.agarwal@andhramail.com,Female,68,Jammalamadugu,3196.68
INV08585,CUST1995,Home & Kitchen,Designer Curtains,6,2815.87,Paytm,2023-07-19,Proddatur Central Mall,42.83,rama.choudhary@hotmail.com,Female,49,Proddatur,9659.0
INV08586,CUST1168,Beauty,Ayurvedic Face Pack,9,339.64,UPI,2023-04-01,SVR Mall,42.39,vijay.yadav@andhramail.com,Male,39,Kadapa,1761.0
INV08587,CUST0089,Beauty,Maybelline Mascara,6,537.19,UPI,2022-07-13,Sri Lakshmi Shopping Mall,40.66,prasad.chowdary@kakinada.edu.in,Male,57,Jammalamadugu,1912.61
INV08588,CUST1199,Home & Kitchen,Milton Flask Set,3,895.45,Cash,2023-06-18,JC Brothers Shopping Complex,44.06,srikanth.hegde@gmail.com,Male,49,Kadapa,1502.74
INV08589,CUST1712,Groceries,Sunflower Oil (5L),4,1091.13,Paytm,2022-07-19,Sri Lakshmi Shopping Mall,49.66,lalitha.raju@apcob.org,Female,24,Pulivendla,2197.1
INV08590,CUST1840,Clothing,Churidar Set,2,2514.64,Credit Card,2022-02-18,SVR Mall,5.81,sujatha.suryanarayana@proddaturmail.com,Female,30,Proddatur,4737.08
INV08591,CUST1409,Clothing,Readymade Salwar,1,1605.29,Cash,2022-02-27,JC Brothers Shopping Complex,6.08,sujatha.narayan@kakinada.edu.in,Female,42,Kadapa,1507.69
INV08592,CUST1540,Home & Kitchen,Milton Flask Set,4,1197.11,UPI,2023-10-01,JC Brothers Shopping Complex,46.34,harish.achary@apcob.org,Male,40,Kadapa,2569.48
INV08593,CUST1203,Electronics,OnePlus Nord CE 2,2,24670.91,Debit Card,2023-08-03,PSR Shopping Mall,29.53,venu.venkateswarlu@gmail.com,Male,21,Jammalamadugu,34771.18
INV08594,CUST0296,Home & Kitchen,Steel Dinner Set,3,2796.8,UPI,2022-02-01,PSR Shopping Mall,31.15,krishna.kondaiah@yahoo.com,Male,39,Kadapa,5776.79
INV08595,CUST1608,Beauty,Forest Essentials Cream,1,1753.62,Credit Card,2023-08-15,PSR Shopping Mall,36.08,naveen.nayak@proddaturmail.com,Male,52,Proddatur,1120.91
INV08596,CUST0599,Electronics,Havells Water Heater,8,7823.0,Paytm,2023-04-20,PSR Shopping Mall,13.65,kiran.subramaniam@apcob.org,Male,29,Kadapa,54041.28
INV08597,CUST0857,Clothing,Men's Cotton Shirt,4,1633.88,UPI,2023-09-14,PSR Shopping Mall,23.09,sarita.srinivasulu@apsrtc.gov.in,Female,22,Kadapa,5026.47
INV08598,CUST1295,Clothing,Readymade Salwar,5,2401.48,Debit Card,2023-07-22,Sri Lakshmi Shopping Mall,47.15,pavani.sharma@rediffmail.com,Female,52,Proddatur,6345.91
INV08599,CUST1306,Electronics,Sony Home Theatre,2,24758.21,Debit Card,2022-02-26,Proddatur Central Mall,47.48,krishna.chowdary@apsrtc.gov.in,Male,56,Proddatur,26006.02
INV08600,CUST1577,Groceries,Basmati Rice (5kg),1,590.31,Paytm,2023-06-30,Proddatur Central Mall,33.07,nirmala.nayak@outlook.com,Female,22,Jammalamadugu,395.09
INV08601,CUST0706,Sports,Nike Running Shoes,6,4629.3,UPI,2023-11-24,Sri Lakshmi Shopping Mall,22.95,reddy.subramaniam@gmail.com,Male,69,Proddatur,21401.25
INV08602,CUST1935,Electronics,Havells Water Heater,1,4721.37,Debit Card,2022-08-09,JC Brothers Shopping Complex,28.08,mohan.swamy@rediffmail.com,Male,46,Pulivendla,3395.61
INV08603,CUST1450,Beauty,Patanjali Hair Oil,7,146.84,UPI,2023-02-22,SVR Mall,11.22,sravani.sharma@rediffmail.com,Female,46,Mydukur,912.55
INV08604,CUST1861,Beauty,Ayurvedic Face Pack,1,576.26,Debit Card,2022-04-24,Proddatur Central Mall,3.89,babu.sastry@kakinada.edu.in,Male,51,Kadapa,553.84
INV08605,CUST1492,Beauty,Maybelline Mascara,5,711.36,UPI,2022-08-13,PSR Shopping Mall,1.71,murali.nayak@proddaturmail.com,Male,34,Proddatur,3495.98
INV08606,CUST0905,Beauty,Patanjali Hair Oil,4,157.93,Debit Card,2022-01-04,JC Brothers Shopping Complex,46.16,aparna.iyer@yahoo.com,Female,36,Kadapa,340.12
INV08607,CUST1088,Groceries,MTR Masala Pack,5,462.65,Cash,2022-02-04,Sri Lakshmi Shopping Mall,26.43,pavan.babu@hotmail.com,Male,28,Kamalapuram,1701.86
INV08608,CUST1513,Groceries,Horlicks (500g),1,312.14,Cash,2022-04-22,PSR Shopping Mall,24.16,saraswati.shastri@rediffmail.com,Female,64,Kadapa,236.73
INV08609,CUST1328,Jewelry,Imitation Bridal Set,3,5194.58,UPI,2023-09-12,Proddatur Central Mall,27.85,rama.prakash@proddaturmail.com,Female,51,Proddatur,11243.67
INV08610,CUST0266,Groceries,Sunflower Oil (5L),1,821.7,UPI,2023-05-17,JC Brothers Shopping Complex,36.74,rama.gowda@andhramail.com,Female,49,Mydukur,519.81
INV08611,CUST1146,Clothing,Churidar Set,5,3427.92,Cash,2023-12-21,Proddatur Central Mall,21.28,anitha.chowdary@proddaturmail.com,Female,57,Rajampet,13492.29
INV08612,CUST1007,Clothing,Men's Cotton Shirt,4,1760.37,Cash,2022-07-11,Proddatur Central Mall,41.95,mohan.hegde@apsrtc.gov.in,Male,46,Proddatur,4087.58
INV08613,CUST1472,Clothing,Kids' T-Shirt,4,621.35,Credit Card,2022-06-24,SVR Mall,49.07,kiran.subramaniam@hotmail.com,Male,49,Jammalamadugu,1265.81
INV08614,CUST0707,Groceries,Sunflower Oil (5L),5,1039.9,UPI,2023-04-13,PSR Shopping Mall,39.47,jyothi.varma@apsrtc.gov.in,Female,33,Rajampet,3147.26
INV08615,CUST0337,Sports,Skipping Rope,1,227.02,Credit Card,2022-08-23,PSR Shopping Mall,37.67,sarita.rao@kakinada.edu.in,Female,55,Proddatur,141.5
INV08616,CUST0429,Jewelry,Silver Toe Rings,3,375.85,Debit Card,2023-04-14,SVR Mall,47.8,sekhar.iyer@proddaturmail.com,Male,34,Proddatur,588.58
INV08617,CUST1208,Groceries,Kellogg's Corn Flakes,2,200.78,UPI,2023-03-25,JC Brothers Shopping Complex,18.98,anil.pillai@outlook.com,Male,37,Yerraguntla,325.34
INV08618,CUST0244,Electronics,Sony Home Theatre,6,17605.9,Debit Card,2022-03-07,PSR Shopping Mall,33.2,chandra.yadav@rediffmail.com,Male,34,Proddatur,70564.45
INV08619,CUST0361,Clothing,Churidar Set,2,3343.32,Paytm,2022-02-12,Proddatur Central Mall,49.48,venu.ramakrishna@apcob.org,Male,35,Proddatur,3378.09
INV08620,CUST0689,Clothing,Kids' T-Shirt,5,342.6,Cash,2023-04-08,PSR Shopping Mall,17.72,satish.prakash@gmail.com,Male,50,Proddatur,1409.46
INV08621,CUST0676,Footwear,Rubber Flip Flops,2,360.93,Debit Card,2023-10-29,Sri Lakshmi Shopping Mall,37.73,ramesh.kondaiah@gmail.com,Male,68,Proddatur,449.5
INV08622,CUST1668,Groceries,MTR Masala Pack,1,492.73,Credit Card,2023-03-16,JC Brothers Shopping Complex,31.05,anil.gowda@andhramail.com,Male,61,Mydukur,339.74
INV08623,CUST0165,Electronics,Sony Home Theatre,1,21212.25,Debit Card,2022-05-28,JC Brothers Shopping Complex,4.61,devi.venkateswarlu@gmail.com,Female,25,Kamalapuram,20234.37
INV08624,CUST0859,Electronics,Sony Home Theatre,2,20228.75,UPI,2022-01-10,Sri Lakshmi Shopping Mall,49.03,aruna.shastri@outlook.com,Female,41,Jammalamadugu,20621.19
INV08625,CUST0252,Clothing,Cotton Dhoti,2,656.19,UPI,2023-02-22,Sri Lakshmi Shopping Mall,23.81,madhavi.naidu@apcob.org,Female,35,Rajampet,999.9
INV08626,CUST1418,Electronics,Havells Water Heater,1,6708.92,Debit Card,2022-04-19,PSR Shopping Mall,48.69,krishna.setty@andhramail.com,Male,27,Yerraguntla,3442.35
INV08627,CUST0119,Jewelry,Traditional Maang Tikka,10,1026.36,Credit Card,2022-04-14,Proddatur Central Mall,42.92,krishna.sharma@gmail.com,Male,58,Badvel,5858.46
INV08628,CUST1772,Groceries,Sunflower Oil (5L),4,1091.77,Debit Card,2023-05-20,SVR Mall,7.26,kiran.sastry@apsrtc.gov.in,Male,51,Kadapa,4050.03
INV08629,CUST1998,Clothing,Readymade Salwar,4,2369.66,Debit Card,2022-08-28,SVR Mall,3.83,usha.kondaiah@apsrtc.gov.in,Female,24,Proddatur,9115.61
INV08630,CUST0639,Electronics,Boat Headphones,3,2812.1,UPI,2022-08-08,Sri Lakshmi Shopping Mall,13.3,rama.raju@hotmail.com,Female,31,Yerraguntla,7314.27
INV08631,CUST1496,Jewelry,Temple Jewellery Set,3,3974.75,Paytm,2022-03-24,SVR Mall,19.54,ramesh.prakash@proddaturmail.com,Male,45,Badvel,9594.25
INV08632,CUST0007,Home & Kitchen,Plastic Storage Containers,4,827.07,UPI,2022-03-09,JC Brothers Shopping Complex,23.96,ganesh.suryanarayana@rediffmail.com,Male,24,Yerraguntla,2515.62
INV08633,CUST1970,Groceries,Britannia Biscuits Pack,2,170.28,Debit Card,2022-07-15,PSR Shopping Mall,48.83,lakshmi.suryanarayana@yahoo.com,Female,22,Proddatur,174.26
INV08634,CUST0304,Jewelry,Temple Jewellery Set,4,2975.44,UPI,2022-08-22,Proddatur Central Mall,42.3,surya.achary@hotmail.com,Male,44,Yerraguntla,6867.32
INV08635,CUST1765,Home & Kitchen,Copper Water Bottles,4,1054.1,UPI,2023-03-23,Proddatur Central Mall,1.39,vijaya.setty@hotmail.com,Female,28,Kamalapuram,4157.79
INV08636,CUST1249,Electronics,LG Smart TV,4,37144.94,UPI,2022-07-26,JC Brothers Shopping Complex,30.67,sujatha.subramaniam@yahoo.com,Female,60,Proddatur,103010.35
INV08637,CUST0226,Sports,Fitness Dumbbells,5,1108.61,Cash,2022-02-08,Proddatur Central Mall,37.09,nirmala.choudhary@hotmail.com,Female,30,Kadapa,3487.13
INV08638,CUST0330,Electronics,Bajaj Induction Cooker,3,4442.48,Credit Card,2023-05-12,SVR Mall,35.69,siva.pandey@kakinada.edu.in,Male,31,Pulivendla,8570.88
INV08639,CUST0012,Clothing,Lehenga,1,5071.16,UPI,2023-03-21,Sri Lakshmi Shopping Mall,49.48,manoj.shastri@hotmail.com,Male,66,Jammalamadugu,2561.95
INV08640,CUST1388,Clothing,Cotton Dhoti,2,596.68,Cash,2023-12-27,SVR Mall,38.92,swapna.shastri@apsrtc.gov.in,Female,27,Jammalamadugu,728.9
INV08641,CUST0261,Beauty,Maybelline Mascara,1,707.67,UPI,2023-12-20,JC Brothers Shopping Complex,16.68,vijaya.shastri@kakinada.edu.in,Female,43,Proddatur,589.63
INV08642,CUST0306,Clothing,Readymade Salwar,2,1104.21,Cash,2023-02-25,Sri Lakshmi Shopping Mall,32.86,radha.iyer@yahoo.com,Female,67,Proddatur,1482.73
INV08643,CUST0990,Groceries,Aashirvaad Atta (10kg),2,488.4,Cash,2023-02-16,JC Brothers Shopping Complex,31.33,ramesh.agarwal@yahoo.com,Male,53,Mydukur,670.77
INV08644,CUST0984,Clothing,Churidar Set,2,2675.63,Credit Card,2023-12-05,Proddatur Central Mall,41.89,sudha.raju@rediffmail.com,Female,25,Proddatur,3109.62
INV08645,CUST1867,Clothing,Churidar Set,2,2292.11,Paytm,2023-03-17,JC Brothers Shopping Complex,1.08,sekhar.yadav@yahoo.com,Male,23,Proddatur,4534.71
INV08646,CUST0757,Clothing,Kids' T-Shirt,4,659.99,UPI,2022-08-03,SVR Mall,0.5,sarala.naidu@apcob.org,Female,43,Kadapa,2626.76
INV08647,CUST0595,Jewelry,Temple Jewellery Set,4,2491.33,Paytm,2022-10-08,SVR Mall,2.78,ramesh.varma@kakinada.edu.in,Male,58,Kadapa,9688.28
INV08648,CUST0347,Footwear,Ladies Heels,2,1852.04,Cash,2022-07-29,SVR Mall,49.22,satish.prakash@yahoo.com,Male,44,Yerraguntla,1880.93
INV08649,CUST1883,Beauty,Lakme Lipstick,1,698.68,UPI,2023-05-10,Sri Lakshmi Shopping Mall,10.68,pavan.goud@hotmail.com,Male,44,Proddatur,624.06
INV08650,CUST1198,Home & Kitchen,Designer Curtains,1,2264.37,Debit Card,2022-02-14,JC Brothers Shopping Complex,37.05,kavita.hegde@apcob.org,Female,66,Proddatur,1425.42
INV08651,CUST1809,Electronics,Boat Headphones,3,1990.34,UPI,2022-04-19,Sri Lakshmi Shopping Mall,15.91,srinivas.ramakrishna@gmail.com,Male,28,Proddatur,5021.03
INV08652,CUST1296,Groceries,MTR Masala Pack,2,467.27,Cash,2023-10-11,JC Brothers Shopping Complex,15.8,subba.venkateswarlu@hotmail.com,Male,29,Yerraguntla,786.88
INV08653,CUST0178,Groceries,Nandini Ghee (1L),4,694.36,Credit Card,2022-01-18,Proddatur Central Mall,12.94,madhu.prasad@apsrtc.gov.in,Male,35,Kadapa,2418.04
INV08654,CUST1590,Clothing,Kurta Pajama,4,1832.4,Debit Card,2023-08-10,Proddatur Central Mall,6.0,jaya.reddy@yahoo.com,Female,48,Kadapa,6889.82
INV08655,CUST0022,Home & Kitchen,Prestige Pressure Cooker,1,3215.13,Debit Card,2022-10-10,JC Brothers Shopping Complex,38.32,divya.suryanarayana@yahoo.com,Female,27,Proddatur,1983.09
INV08656,CUST0935,Clothing,Women's Saree,2,6130.24,UPI,2022-11-28,Proddatur Central Mall,42.21,ganesh.gupta@apcob.org,Male,28,Proddatur,7085.33
INV08657,CUST1120,Clothing,Cotton Dhoti,1,740.63,Paytm,2023-12-27,PSR Shopping Mall,48.64,naveen.rao@kakinada.edu.in,Male,27,Mydukur,380.39
INV08658,CUST1147,Beauty,Dove Soap (Pack of 3),1,132.55,UPI,2023-05-20,JC Brothers Shopping Complex,18.77,pavani.setty@proddaturmail.com,Female,52,Proddatur,107.67
INV08659,CUST1674,Jewelry,Imitation Bridal Set,4,5961.36,UPI,2022-04-10,Sri Lakshmi Shopping Mall,3.25,srikanth.singh@hotmail.com,Male,52,Proddatur,23070.46
INV08660,CUST0611,Groceries,Kellogg's Corn Flakes,3,223.27,Paytm,2023-07-05,PSR Shopping Mall,36.43,srinivas.prasad@gmail.com,Male,23,Kadapa,425.8
INV08661,CUST1035,Electronics,Havells Water Heater,2,4608.11,Cash,2022-04-16,Sri Lakshmi Shopping Mall,48.08,kiran.naidu@rediffmail.com,Male,25,Rajampet,4785.06
INV08662,CUST1005,Clothing,Readymade Salwar,3,1444.65,Debit Card,2023-12-10,JC Brothers Shopping Complex,34.0,sandhya.prakash@hotmail.com,Female,52,Proddatur,2860.41
INV08663,CUST0570,Electronics,OnePlus Nord CE 2,3,25022.51,Debit Card,2023-05-06,PSR Shopping Mall,8.68,kiran.kondaiah@proddaturmail.com,Male,34,Kadapa,68551.67
INV08664,CUST1464,Clothing,Kurta Pajama,2,1400.54,Cash,2023-05-13,SVR Mall,46.34,anitha.choudhary@proddaturmail.com,Female,45,Proddatur,1503.06
INV08665,CUST1484,Groceries,Sunflower Oil (5L),3,868.24,UPI,2023-02-01,SVR Mall,30.14,priya.varma@hotmail.com,Female,19,Proddatur,1819.66
INV08666,CUST1917,Groceries,Kellogg's Corn Flakes,2,196.87,Cash,2022-02-23,Proddatur Central Mall,36.61,kalyan.babu@proddaturmail.com,Male,57,Pulivendla,249.59
INV08667,CUST1029,Home & Kitchen,Clay Cookware Set,2,1951.55,UPI,2022-11-22,Sri Lakshmi Shopping Mall,5.05,sandhya.yadav@andhramail.com,Female,33,Rayachoti,3705.99
INV08668,CUST0604,Clothing,Women's Saree,2,5371.31,Paytm,2023-08-24,Sri Lakshmi Shopping Mall,36.35,rani.pillai@proddaturmail.com,Female,25,Kadapa,6837.68
INV08669,CUST0709,Electronics,Havells Water Heater,3,7262.89,UPI,2022-06-04,Proddatur Central Mall,11.46,radha.kumar@outlook.com,Female,31,Proddatur,19291.69
INV08670,CUST1690,Clothing,Cotton Dhoti,3,607.25,Paytm,2022-10-23,Sri Lakshmi Shopping Mall,34.84,sujana.pandey@apsrtc.gov.in,Female,50,Kadapa,1187.05
INV08671,CUST1027,Groceries,Telugu Pickles (1kg),5,278.41,Paytm,2023-03-12,Sri Lakshmi Shopping Mall,39.11,divya.nayak@outlook.com,Female,56,Yerraguntla,847.62
INV08672,CUST1846,Clothing,Kids' T-Shirt,1,557.51,UPI,2023-09-21,Sri Lakshmi Shopping Mall,16.56,madhu.shastri@kakinada.edu.in,Male,30,Proddatur,465.19
INV08673,CUST0256,Home & Kitchen,Steel Dinner Set,5,1251.86,UPI,2022-03-20,PSR Shopping Mall,17.94,sunita.iyer@hotmail.com,Female,41,Proddatur,5136.38
INV08674,CUST0079,Beauty,Ayurvedic Face Pack,5,379.31,Cash,2022-04-03,PSR Shopping Mall,39.7,rama.naidu@hotmail.com,Female,34,Proddatur,1143.62
INV08675,CUST0296,Electronics,OnePlus Nord CE 2,5,27873.7,UPI,2023-12-09,JC Brothers Shopping Complex,3.23,krishna.kondaiah@yahoo.com,Male,39,Kadapa,134866.9
INV08676,CUST1467,Beauty,Nivea Skin Cream,3,341.52,Debit Card,2022-05-20,SVR Mall,14.51,pavan.kondaiah@apsrtc.gov.in,Male,67,Proddatur,875.9
INV08677,CUST0003,Beauty,Dove Soap (Pack of 3),2,122.03,Paytm,2022-01-22,JC Brothers Shopping Complex,34.12,mahesh.kumar@andhramail.com,Male,48,Kadapa,160.79
INV08678,CUST1732,Electronics,Crompton Ceiling Fan,5,2555.37,Cash,2022-06-09,SVR Mall,5.46,sudha.babu@hotmail.com,Female,43,Proddatur,12079.23
INV08679,CUST1780,Beauty,L'Oreal Hair Color,3,638.27,UPI,2023-01-13,Proddatur Central Mall,4.69,chandra.goud@apsrtc.gov.in,Male,54,Proddatur,1825.01
INV08680,CUST1758,Clothing,Kids' T-Shirt,2,383.74,UPI,2023-07-27,SVR Mall,3.88,pavan.pandey@gmail.com,Male,38,Proddatur,737.7
INV08681,CUST0591,Footwear,Bata Formal Shoes,6,1877.2,Credit Card,2023-02-20,JC Brothers Shopping Complex,1.66,reddy.rao@andhramail.com,Male,27,Pulivendla,11076.23
INV08682,CUST1285,Jewelry,Traditional Maang Tikka,3,1255.37,Cash,2022-10-02,SVR Mall,48.12,devi.reddy@kakinada.edu.in,Female,33,Kamalapuram,1953.86
INV08683,CUST1484,Electronics,LG Smart TV,2,46414.61,Cash,2023-04-03,PSR Shopping Mall,17.33,priya.varma@hotmail.com,Female,19,Proddatur,76741.92
INV08684,CUST1380,Beauty,Ayurvedic Face Pack,4,393.68,UPI,2022-02-08,Proddatur Central Mall,26.19,sridevi.prakash@hotmail.com,Female,42,Kadapa,1162.3
INV08685,CUST1690,Groceries,Aashirvaad Atta (10kg),11,471.06,UPI,2022-05-30,Sri Lakshmi Shopping Mall,44.96,sujana.pandey@apsrtc.gov.in,Female,50,Kadapa,2851.99
INV08686,CUST0118,Clothing,Readymade Salwar,4,2936.07,Credit Card,2023-03-13,SVR Mall,8.9,venkat.hegde@gmail.com,Male,29,Rayachoti,10699.04
INV08687,CUST0425,Home & Kitchen,Designer Curtains,4,1728.63,UPI,2022-12-01,Sri Lakshmi Shopping Mall,19.11,sridevi.devi@rediffmail.com,Female,24,Proddatur,5593.16
INV08688,CUST0164,Jewelry,Gold Plated Bangles,3,1407.2,Credit Card,2022-01-09,SVR Mall,12.9,naidu.ramakrishna@gmail.com,Male,40,Rayachoti,3677.01
